	Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	Final Grouping	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Unnamed: 50	Unnamed: 51
1139	SRX14019505	SRR17858711	12/3/2022 21:36	2/2/2022 11:06	6358845.0	476913375.0	0.0	75.0	170.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17858/SRR17858711/SRR17858711.lite.1	GSM5856964	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2317.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856237	SAMN25597283	simple	1773.0	Mycobacterium tuberculosis	GSM5856964							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	696958504C860BBDEA47A25746AC06E9	6B034CD436EDCF55FC7B0C17020B5DB6				
1140	SRX14019506	SRR17858710	12/3/2022 21:36	2/2/2022 11:05	5908784.0	443158800.0	0.0	75.0	158.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858710/SRR17858710.lite.1	GSM5856965	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2317.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856240	SAMN25597282	simple	1773.0	Mycobacterium tuberculosis	GSM5856965							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	627F2D3D520990E2D1B7B5E85F9C6C67	8EDFA6CA998C8428C52120A340369475				
1141	SRX14019507	SRR17858709	12/3/2022 21:36	2/2/2022 11:06	7713406.0	578505450.0	0.0	75.0	206.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17858/SRR17858709/SRR17858709.lite.1	GSM5856966	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2317.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856239	SAMN25597281	simple	1773.0	Mycobacterium tuberculosis	GSM5856966							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	A54294790D40762F34F2E8079BC1FB0C	726772A3EF5D1FFAD9CD73AA4A52274D				
1142	SRX14019508	SRR17858708	12/3/2022 21:36	2/2/2022 11:07	8619717.0	646478775.0	0.0	75.0	225.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858708/SRR17858708.lite.1	GSM5856967	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2318.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856241	SAMN25597280	simple	1773.0	Mycobacterium tuberculosis	GSM5856967							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	4617656992FD807B62FBE72CEE3541C4	0DDB824CD095D3B943D97CC169FB8D87				
1143	SRX14019509	SRR17858707	12/3/2022 21:36	2/2/2022 11:05	5623325.0	421749375.0	0.0	75.0	148.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858707/SRR17858707.lite.1	GSM5856968	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2318.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856244	SAMN25597279	simple	1773.0	Mycobacterium tuberculosis	GSM5856968							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	37A0AAEB2875FBDA0E01E82F1FCB1403	3CCDFE3398915387F56DCD8192530EFC				
1144	SRX14019510	SRR17858706	12/3/2022 21:36	2/2/2022 11:08	11470747.0	860306025.0	0.0	75.0	301.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858706/SRR17858706.lite.1	GSM5856969	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2318.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856242	SAMN25597278	simple	1773.0	Mycobacterium tuberculosis	GSM5856969							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	4DEA853FF0BE9E605C02091D70C56041	01C16EEC54A1CB1CDB406F23EDE5DE52				
1145	SRX14019511	SRR17858705	12/3/2022 21:36	2/2/2022 11:07	9260891.0	694566825.0	0.0	75.0	242.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858705/SRR17858705.lite.1	GSM5856970	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2322.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856243	SAMN25597277	simple	1773.0	Mycobacterium tuberculosis	GSM5856970							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	B8BE7BDB5A754DC2F019A3F8077D2145	F1750F1EF3279C8A9A96314134252914				
1146	SRX14019512	SRR17858704	12/3/2022 21:36	2/2/2022 11:06	6578455.0	493384125.0	0.0	75.0	170.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858704/SRR17858704.lite.1	GSM5856995	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2319.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856245	SAMN25597252	simple	1773.0	Mycobacterium tuberculosis	GSM5856995							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	670D4AB881A6BFFDE78AFE4A55493704	83E47694335B7D64AC23E6F95E128DCB				
1147	SRX14019513	SRR17858703	12/3/2022 21:36	2/2/2022 11:08	7477225.0	560791875.0	0.0	75.0	196.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858703/SRR17858703.lite.1	GSM5856996	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2319.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856246	SAMN25597251	simple	1773.0	Mycobacterium tuberculosis	GSM5856996							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	C1B6BE7715C5D3403241C0517704D172	6FF5E93115508AD4799B0B7F2E1DF27D				
1148	SRX14019514	SRR17858702	12/3/2022 21:36	2/2/2022 11:07	8846007.0	663450525.0	0.0	75.0	232.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858702/SRR17858702.lite.1	GSM5856997	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2320.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856247	SAMN25597250	simple	1773.0	Mycobacterium tuberculosis	GSM5856997							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	29E1DDE087B5F1D9A84A7203C4BCFBBB	58DC7AA7AA98C2F4117C40078ECC3E90				
1149	SRX14019515	SRR17858701	12/3/2022 21:36	2/2/2022 11:08	12328675.0	924650625.0	0.0	75.0	323.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858701/SRR17858701.lite.1	GSM5856998	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2320.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856248	SAMN25597249	simple	1773.0	Mycobacterium tuberculosis	GSM5856998							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	C83AF2BB0CA2129009855E30FE28C3C1	3032AE758CDB09E251FDF1E279BF6922				
1150	SRX14019516	SRR17858700	12/3/2022 21:36	2/2/2022 11:07	10388978.0	779173350.0	0.0	75.0	273.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858700/SRR17858700.lite.1	GSM5856999	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2320.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856249	SAMN25597248	simple	1773.0	Mycobacterium tuberculosis	GSM5856999							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	D01976109F4464ABC29166EC938878F4	0288861697EB3E3A412EF8E038910502				
1151	SRX14019517	SRR17858699	12/3/2022 21:36	2/2/2022 11:11	16853994.0	1264049550.0	0.0	75.0	437.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858699/SRR17858699.lite.1	GSM5857000	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2321.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856250	SAMN25597247	simple	1773.0	Mycobacterium tuberculosis	GSM5857000							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	FAA528C56F6F52136F5CF6AEEEF95D46	61DCC7930421F128E1D57411E8347773				
1152	SRX14019518	SRR17858698	12/3/2022 21:36	2/2/2022 11:08	10661449.0	799608675.0	0.0	75.0	278.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858698/SRR17858698.lite.1	GSM5857001	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2321.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856251	SAMN25597246	simple	1773.0	Mycobacterium tuberculosis	GSM5857001							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	4C37BA59B50BDC7A10E7695A50A3E12D	EACC07378AE08C257A6F59CF59FCAB99				
1153	SRX14019519	SRR17858697	12/3/2022 21:36	2/2/2022 11:07	9861102.0	739582650.0	0.0	75.0	255.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858697/SRR17858697.lite.1	GSM5857002	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2321.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856252	SAMN25597245	simple	1773.0	Mycobacterium tuberculosis	GSM5857002							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	EDE5E78FB65986EC4F4B32E9286A8E36	1CC6E844E3ED424B4B6407B8C3AD77BF				
1154	SRX14019520	SRR17858696	12/3/2022 21:36	2/2/2022 11:06	11170899.0	837817425.0	0.0	75.0	292.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858696/SRR17858696.lite.1	GSM5856971	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2322.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856253	SAMN25597276	simple	1773.0	Mycobacterium tuberculosis	GSM5856971							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	32B56457AC3991365007B6483AB98FDB	F5942ABA9CE7DB57AB4D9ED0D8EE1813				
1155	SRX14019521	SRR17858695	12/3/2022 21:36	2/2/2022 11:05	8800940.0	660070500.0	0.0	75.0	230.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858695/SRR17858695.lite.1	GSM5856972	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2322.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856255	SAMN25597275	simple	1773.0	Mycobacterium tuberculosis	GSM5856972							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	A93A6F2D587F4EF2998C3414F621B4C1	7F5B703359E490752FF55008DAE1ABB2				
1156	SRX14019522	SRR17858694	12/3/2022 21:36	2/2/2022 11:07	11654550.0	874091250.0	0.0	75.0	302.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858694/SRR17858694.lite.1	GSM5856973	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2323.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856254	SAMN25597274	simple	1773.0	Mycobacterium tuberculosis	GSM5856973							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	AA59BA7301C545C19BA0314A5F6C8F13	E3BE30151A17635800FB0321A1C9B6F6				
1157	SRX14019523	SRR17858693	12/3/2022 21:36	2/2/2022 11:05	8377766.0	628332450.0	0.0	75.0	217.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858693/SRR17858693.lite.1	GSM5856974	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2323.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856256	SAMN25597273	simple	1773.0	Mycobacterium tuberculosis	GSM5856974							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	DC9A439B15ED4A7DCF0D8097FF4F1B63	804AE1E008D13C51FA90C4E9425325F9				
1158	SRX14019524	SRR17858692	12/3/2022 21:36	2/2/2022 11:07	15368299.0	1152622425.0	0.0	75.0	400.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858692/SRR17858692.lite.1	GSM5856975	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2323.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856257	SAMN25597272	simple	1773.0	Mycobacterium tuberculosis	GSM5856975							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	0C669B87A7E6386D8ECC7B953A50A77E	BA524CD077AC4DCED9958D9A935E539C				
1159	SRX14019525	SRR17858691	12/3/2022 21:36	2/2/2022 11:06	7147316.0	536048700.0	0.0	75.0	186.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858691/SRR17858691.lite.1	GSM5856976	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2324.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856260	SAMN25597271	simple	1773.0	Mycobacterium tuberculosis	GSM5856976							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	E6C1C6AE8B793A87BC1197D17048AA85	287E0011AAAB0473C4AF76DB561D9A44				
1160	SRX14019526	SRR17858690	12/3/2022 21:36	2/2/2022 11:07	9418830.0	706412250.0	0.0	75.0	247.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858690/SRR17858690.lite.1	GSM5856977	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2324.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856259	SAMN25597270	simple	1773.0	Mycobacterium tuberculosis	GSM5856977							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	8B1E7E5677DC1F0034C0C844DA7F1CFE	AD9DC7E715DBEFAEC554EDFEAC02B40D				
1161	SRX14019527	SRR17858689	12/3/2022 21:36	2/2/2022 11:09	8136704.0	610252800.0	0.0	75.0	211.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858689/SRR17858689.lite.1	GSM5856978	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2324.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856258	SAMN25597269	simple	1773.0	Mycobacterium tuberculosis	GSM5856978							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	D295BFF037A98CAB61E75A1B8096265C	0418543DF99FEB7B9DD98381939E2842				
1162	SRX14019528	SRR17858688	12/3/2022 21:36	2/2/2022 11:06	7512854.0	563464050.0	0.0	75.0	201.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858688/SRR17858688.lite.1	GSM5857003	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2325.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856261	SAMN25597244	simple	1773.0	Mycobacterium tuberculosis	GSM5857003							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	ECCAAE399350CF1745B42AD7C0082F3A	91026540AE844B985FD33CB9FE90D667				
1163	SRX14019529	SRR17858687	12/3/2022 21:36	2/2/2022 11:04	6135714.0	460178550.0	0.0	75.0	164.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858687/SRR17858687.lite.1	GSM5857004	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2325.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856264	SAMN25597243	simple	1773.0	Mycobacterium tuberculosis	GSM5857004							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	A0E6E496CBC3CDB6579CD0912D06348D	218EFF91653DAED007D57C742A385BB6				
1164	SRX14019530	SRR17858686	12/3/2022 21:36	2/2/2022 11:06	7438701.0	557902575.0	0.0	75.0	200.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858686/SRR17858686.lite.1	GSM5857005	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2325.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856262	SAMN25597242	simple	1773.0	Mycobacterium tuberculosis	GSM5857005							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	D1EA85520A86C7F09A92F99D377F0FAB	6B987712446CD783767D63C3F38468BC				
1165	SRX14019531	SRR17858685	12/3/2022 21:36	2/2/2022 11:07	9400429.0	705032175.0	0.0	75.0	250.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858685/SRR17858685.lite.1	GSM5857006	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2326.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856263	SAMN25597241	simple	1773.0	Mycobacterium tuberculosis	GSM5857006							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	A7233D45B1785D83613F994E6685D1B6	C482F84C0092A6E94C2472511A71442C				
1166	SRX14019532	SRR17858684	12/3/2022 21:36	2/2/2022 11:10	7512634.0	563447550.0	0.0	75.0	201.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858684/SRR17858684.lite.1	GSM5857007	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2326.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856265	SAMN25597240	simple	1773.0	Mycobacterium tuberculosis	GSM5857007							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	435225315BD279C23A52BB843E7D8B97	516D55C2EA60A61CDD3313CEB3156E40				
1167	SRX14019533	SRR17858683	12/3/2022 21:36	2/2/2022 11:06	6961432.0	522107400.0	0.0	75.0	186.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858683/SRR17858683.lite.1	GSM5857008	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2326.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856267	SAMN25597239	simple	1773.0	Mycobacterium tuberculosis	GSM5857008							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	8AADA3279CF5398AE09EE8BE43BFACBE	299FA020CE24B028099B4E215D149F72				
1168	SRX14019534	SRR17858682	12/3/2022 21:36	2/2/2022 11:07	4554622.0	346151272.0	0.0	76.0	123.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858682/SRR17858682.lite.1	GSM5857009	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2327.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856266	SAMN25597238	simple	1773.0	Mycobacterium tuberculosis	GSM5857009							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	8DFB56B5A788E480AC905B2DBB2E49E1	73FB1375119A3050B42C5C58BA7CEFBB				
1169	SRX14019535	SRR17858681	12/3/2022 21:36	2/2/2022 11:05	5772006.0	438672456.0	0.0	76.0	154.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858681/SRR17858681.lite.1	GSM5857010	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2327.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856268	SAMN25597237	simple	1773.0	Mycobacterium tuberculosis	GSM5857010							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	657EDC141AE3313C897A33BA8E076320	5A5015A11EF489A5F0E4D0C689305D10				
1170	SRX14019536	SRR17858680	12/3/2022 21:36	2/2/2022 11:07	10015400.0	751155000.0	0.0	75.0	267.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858680/SRR17858680.lite.1	GSM5856987	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2327.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856269	SAMN25597260	simple	1773.0	Mycobacterium tuberculosis	GSM5856987							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	75C433C459852477E9AAF6004B0C99F1	F4ED098E44F003E9772F6458169E6DE0				
1171	SRX14019537	SRR17858679	12/3/2022 21:36	2/2/2022 11:05	5751274.0	431345550.0	0.0	75.0	154.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17858/SRR17858679/SRR17858679.lite.1	GSM5856988	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2328.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856270	SAMN25597259	simple	1773.0	Mycobacterium tuberculosis	GSM5856988							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	4C55AFF3DA04CF0DDFA7B88A7029E79D	2FCDD787CA8651254646F49D279F8A5C				
1172	SRX14019538	SRR17858678	12/3/2022 21:36	2/2/2022 11:06	6816697.0	511252275.0	0.0	75.0	185.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858678/SRR17858678.lite.1	GSM5856989	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2328.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856272	SAMN25597258	simple	1773.0	Mycobacterium tuberculosis	GSM5856989							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	6416187BA6CAFC5016585ABC9C75379C	ED1F65D91420AC9905EB38714444307F				
1173	SRX14019539	SRR17858677	12/3/2022 21:36	2/2/2022 11:06	7055905.0	529192875.0	0.0	75.0	190.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR017/17858/SRR17858677/SRR17858677.lite.1	GSM5856990	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2328.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856271	SAMN25597257	simple	1773.0	Mycobacterium tuberculosis	GSM5856990							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	249FB319D15495188C4504E8FDB96CC1	A5D4669F3C7BA536D76D9213602860D7				
1174	SRX14019540	SRR17858676	12/3/2022 21:36	2/2/2022 11:06	7198895.0	539917125.0	0.0	75.0	189.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR017/17858/SRR17858676/SRR17858676.lite.1	GSM5856991	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2329.0	SRP357809	PRJNA802800	3.0	802800.0	SRS11856273	SAMN25597256	simple	1773.0	Mycobacterium tuberculosis	GSM5856991							no					GRUNDNER LAB, CGIDR, SEATTLE CHILDREN'S RESEARCH INSTITUTE	SRA1365971		public	D124EF8D85EB08244C5E4F75F72176DF	D1634E918A63137A94AD4018716ED5C1				
